assignedGroup,assignedTC,docAffected,docId,projApproved,projectId,projectStatus,workType,projectLink,projectMilestone,updateDependency,workNotes,projApprovedDate
smpte-21dc-tcdg-smsomb,smpte-21dc-tc,"[""st430-14-2015""]",st430-14-20XX,true,st430-14-2015-rev-001,Open,Revision,https://teams.microsoft.com/l/entity/com.microsoft.teamspace.tab.planner/_djb2_msteams_prefix_4016256768?webUrl=https%3a%2f%2ftasks.office.com%2fc6051a58-269b-4f08-835f-eedebf4596b3%2fHome%2fPlanViews%2fDXYjfEA-3UG8pNOGLf4A5WQAFrHT%3fType%3dPlanLink%26Channel%3dTeamsTab&docLabel=21DC+ST+430-14+Revision+-+Digital+Sync+Signal+and+Aux+Data+Transfer+Protocol+(ST)+(OLC+Legacy)+in+Projects+(ST%2c+RP%2c+EG)&context=%7b%0d%0a++%22subEntityId%22%3a+%22sfXBl-Ci8UWpVT_YbD8gqGQAMMIf%22%2c%0d%0a++%22channelId%22%3a+%2219%3a735c25b5260d47c09a2712650f590dd4%40thread.tacv2%22%0d%0a%7d&tenantId=c6051a58-269b-4f08-835f-eedebf4596b3,"[{""milestoneAct"":""FCD Ballot Comment Resolution (60%)""},{""miledateEnd"":""2021-10-25T07:00:00.000Z"",""miledateStart"":""2021-11-08T07:00:00.000Z"",""milestoneAct"":""DP Ballot (80%)""},{""current"":true,""miledateEnd"":""2021-12-07T07:00:00.000Z"",""miledateStart"":""2021-12-28T07:00:00.000Z"",""milestoneAct"":""ST Audit (90%)""}]",undefined,undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-14-20XX""]",undefined,true,st430-14-2015-rev-002,Pending,Revision,https://teams.microsoft.com/l/entity/com.microsoft.teamspace.tab.planner/_djb2_msteams_prefix_4016256768?webUrl=https%3a%2f%2ftasks.office.com%2fc6051a58-269b-4f08-835f-eedebf4596b3%2fHome%2fPlanViews%2fDXYjfEA-3UG8pNOGLf4A5WQAFrHT%3fType%3dPlanLink%26Channel%3dTeamsTab&label=21DC-ST-430-14-202X-Revision-D-Cinema+Operations+-+Digital+Sync+Signal+and+Aux+Data+Transfer+Protocol+(ST)+in+Projects+(ST%2c+RP%2c+EG)&context=%7b%0d%0a++%22subEntityId%22%3a+%22yW-3ZSskokOMiF2xXURs4GQABOTO%22%2c%0d%0a++%22channelId%22%3a+%2219%3a735c25b5260d47c09a2712650f590dd4%40thread.tacv2%22%0d%0a%7d&tenantId=c6051a58-269b-4f08-835f-eedebf4596b3,undefined,undefined,undefined,2021-04-08T07:00:00.000Z
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-15-2017""]",undefined,false,st430-15-2017-rev-001,Pending,Revision,undefined,undefined,"[""st430-16-2017""]",undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-16-2017""]",undefined,false,st430-16-2017-rev-001,Pending,Revision,undefined,undefined,undefined,undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-17-2022""]",undefined,true,st430-17-2022-rev-001,Pending,Revision,https://teams.microsoft.com/l/entity/com.microsoft.teamspace.tab.planner/_djb2_msteams_prefix_4016256768?webUrl=https%3a%2f%2ftasks.office.com%2fc6051a58-269b-4f08-835f-eedebf4596b3%2fHome%2fPlanViews%2fDXYjfEA-3UG8pNOGLf4A5WQAFrHT%3fType%3dPlanLink%26Channel%3dTeamsTab&label=21DC-ST-430-17-202X-Revision-SMS+OMB+Comm.+Protocol+(ST)+in+Projects+(ST%2c+RP%2c+EG)&context=%7b%0d%0a++%22subEntityId%22%3a+%22iM1_Y1MFU0CFkrfK7YWiwWQAG8Fu%22%2c%0d%0a++%22channelId%22%3a+%2219%3a735c25b5260d47c09a2712650f590dd4%40thread.tacv2%22%0d%0a%7d&tenantId=c6051a58-269b-4f08-835f-eedebf4596b3,undefined,undefined,undefined,2021-04-08T07:00:00.000Z
smpte-21dc-tcdg-smsomb,smpte-21dc-tc,undefined,st430-17-2022,true,st430-17-20XX-id,Complete,Intial Draft,https://teams.microsoft.com/l/entity/com.microsoft.teamspace.tab.planner/_djb2_msteams_prefix_4016256768?webUrl=https%3a%2f%2ftasks.office.com%2fc6051a58-269b-4f08-835f-eedebf4596b3%2fHome%2fPlanViews%2fDXYjfEA-3UG8pNOGLf4A5WQAFrHT%3fType%3dPlanLink%26Channel%3dTeamsTab&label=21DC+SMS+OMB+Comm.+Protocol+(ST-430-17)+(OLC+Legacy)+in+Projects+(ST%2c+RP%2c+EG)&context=%7b%0d%0a++%22subEntityId%22%3a+%222hKfF4TnV0-Tn7MfhUGVHGQADMvY%22%2c%0d%0a++%22channelId%22%3a+%2219%3a735c25b5260d47c09a2712650f590dd4%40thread.tacv2%22%0d%0a%7d&tenantId=c6051a58-269b-4f08-835f-eedebf4596b3,"[{""miledateEnd"":""2021-08-04T07:00:00.000Z"",""miledateStart"":""2021-07-21T07:00:00.000Z"",""milestoneAct"":""DP Ballot (80%)""},{""miledateEnd"":""2021-09-28T07:00:00.000Z"",""miledateStart"":""2021-08-04T07:00:00.000Z"",""milestoneAct"":""DP (85%)""},{""miledateEnd"":""2021-10-19T07:00:00.000Z"",""miledateStart"":""2021-09-28T07:00:00.000Z"",""milestoneAct"":""ST Audit (90%)""},{""current"":true,""miledateStart"":""2022-01-19T07:00:00.000Z"",""milestoneAct"":""Published (100%)""}]",undefined,undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-2-2017""]",undefined,false,st430-2-2017-rev-001,Pending,Revision,undefined,undefined,undefined,undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-3-2012""]",undefined,false,st430-3-2012-rev-001,Pending,Revision,undefined,undefined,undefined,undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-4-2008"",""st430-4-2008am1-2011""]",undefined,false,st430-4-2008-rev-001,Pending,Revision,undefined,undefined,undefined,Roll in ST 430-4:2008 Am1:2011,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-5-2011""]",undefined,true,st430-5-2011-rev-002,Pending,Revision,https://teams.microsoft.com/l/entity/com.microsoft.teamspace.tab.planner/_djb2_msteams_prefix_4016256768?webUrl=https%3a%2f%2ftasks.office.com%2fc6051a58-269b-4f08-835f-eedebf4596b3%2fHome%2fPlanViews%2fDXYjfEA-3UG8pNOGLf4A5WQAFrHT%3fType%3dPlanLink%26Channel%3dTeamsTab&label=21DC-ST-430-5-202X-Revision-D-Cinema+Operations+-+Security+Log+Event+Class+and+Constraints+(ST)+in+Projects+(ST%2c+RP%2c+EG)&context=%7b%0d%0a++%22subEntityId%22%3a+%221XkHdI-2S0OmYlPTc_W4H2QAAm4u%22%2c%0d%0a++%22channelId%22%3a+%2219%3a735c25b5260d47c09a2712650f590dd4%40thread.tacv2%22%0d%0a%7d&tenantId=c6051a58-269b-4f08-835f-eedebf4596b3,undefined,undefined,undefined,2021-04-08T07:00:00.000Z
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-6-2010""]",undefined,false,st430-6-2010-rev-001,Pending,Revision,undefined,undefined,undefined,undefined,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st430-9-2008"",""st430-9-2008am1-2011""]",undefined,false,st430-9-2008-rev-001,Pending,Revision,undefined,undefined,undefined,Roll in ST 430-9:2008 Am1:2011,undefined
smpte-21dc-tcdg-docmx,smpte-21dc-tc,"[""st431-1-2006""]",undefined,false,st431-1-2006-rev-001,Pending,Revision,undefined,undefined,undefined,See GitHub for ISO TC 36 comment responses,undefined
