docId,docLabel,docTitle,docType,href,publicationDate,publisher,status.active,authors,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,group,keywords,references.normative,status.draft,status.unknown,details,status.withdrawn,status.supersededDate,status.statusNote,repo,doi,relatedDocs,workInfo.review,status.reaffirmDate,status.reaffirmed,docNumber,references.bibliographic,docPart,status.withdrawnDate,workInfo.project,status.publicCd,docElement,status.amendedDate,status.stabilizedDate,xmlNamespace
SMPTE.AG.22.2020,SMPTE AG 22:2020,Standards Administrative Guideline - Public Committee Draft (Public CD) Process,Administrative Guideline,https://f.hubspotusercontent00.net/hubfs/5253154/ag-22-2020.pdf,2020-10-12T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-02c-st,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.AG.24.2019,SMPTE AG 24:2019,Standards Administrative Guideline -  MXF UL Style Guidelines,Administrative Guideline,https://f.hubspotusercontent00.net/hubfs/5253154/Standards%20Files/AG-24-MXF-UL-Style-Guide.pdf,2019-07-02T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-02c-st,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG17.2002,SMPTE EG 17:2002,B-Chain Electroacoustical Response for Preparing Magnetic Masters for Transfer to 16-mm or 35/32-mm Monaural Photographic Film,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG17.2002,2002-07-26T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-20f-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.EG17.2002,undefined,null,undefined,undefined,17,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG2074.2013,SMPTE EG 2074:2013,SMPTE Metadata Naming Guidelines,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG2074.2013,2013-05-13T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-30mr-tc,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.EG2074.2013,undefined,null,undefined,undefined,2074,"[""SMPTE.ST336.2007"",""mw-coldict-11-200307"",""csg-14""]",undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG2098-3.2020,SMPTE EG 2098-3:2020,Immersive Audio Renderer Expectations and Testing Recommendations,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG2098-3.2020,2020-11-05T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-25css-tc,"[""DCinema"",""Immersive Audio"",""Cinema Sound"",""Audio""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.EG2098-3.2020,undefined,null,undefined,undefined,2098,"[""SMPTE.ST377-4.2012"",""SMPTE.ST2098-1.2018"",""SMPTE.ST2098-2.2019"",""SMPTE.ST428-12.2013"",""SMPTE.ST202.2010"",""SMPTE.RP2096-1.2017""]",3,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG377-3.2013,SMPTE EG 377-3:2013,Material Exchange Format (MXF) —Engineering Guideline (Informative),Engineering Guideline,https://doi.org/10.5594/SMPTE.EG377-3.2013,2013-01-29T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.EG377-3.2013,undefined,null,2016-10-161T07:00:00.000Z,true,377,null,3,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG41.2004,SMPTE EG 41:2004,For Television — Material Exchange Format (MXF) — Engineering Guideline (Informative),Engineering Guideline,https://doi.org/10.5594/SMPTE.EG41.2004,2004-01-01T07:00:00.000Z,SMPTE,false,undefined,undefined,undefined,undefined,undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,10.5594/SMPTE.EG41.2004,undefined,null,undefined,undefined,41,null,undefined,2010-03-01T07:00:00.000Z,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG42.2004,SMPTE EG 42:2004,For Television — Material Exchange Format (MXF) — MXF Descriptive Metadata,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG42.2004,2004-01-01T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.EG42.2015""]",undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.EG42.2004,undefined,null,undefined,undefined,42,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG42.2015,SMPTE EG 42:2015,Material Exchange Format (MXF) — MXF Descriptive Metadata,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG42.2015,2015-11-18T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-31fs-tc,undefined,"[""SMPTE.ST298.2009"",""SMPTE.ST336.2007"",""SMPTE.ST377-1.2011"",""SMPTE.ST377-1.2011Am1.2012"",""SMPTE.ST377-1.2011Amt.2.2012"",""SMPTE.ST400.2012"",""SMPTE.EG377-3.2013""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.EG42.2015,undefined,null,undefined,undefined,42,"[""SMPTE.ST326.2000"",""SMPTE.ST331.2011"",""SMPTE.ST380.2004"",""SMPTE.RP210.10.2007"",""SMPTE.RP224v12.2012"",""SMPTE.ERJ05297"",""isbn-0201571684"",""isbn-0201325632""]",undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG432-1.2010,SMPTE EG 432-1:2010,Digital Source Processing - Color Processing for D-Cinema,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG432-1.2010,2010-11-10T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Digital Source"",""Processing"",""Image""]",null,undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/eg432-1,10.5594/SMPTE.EG432-1.2010,undefined,null,2018-03-15T07:00:00.000Z,true,432,null,1,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.EG432-2.2006,SMPTE EG 432-2:2006,Digital Source Processing - D-Cinema Low Frequency Effects (LFE) Channel Audio Characteristics,Engineering Guideline,https://doi.org/10.5594/SMPTE.EG432-2.2006,2006-12-29T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Digital Source"",""Processing"",""Sound""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/eg432-2,10.5594/SMPTE.EG432-2.2006,"[""iso26432-2-2008""]",null,2018-03-15T07:00:00.000Z,true,432,"[""SMPTE.ST202.1998"",""SMPTE.RP200.2002""]",2,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ERJ05297,SMPTE DCPD JW,"The SMPTE Data Coding Protocol and Dictionaries, Jim Wilkinson, SMPTE Journal, July 2000 Vol. 109, No. 7, Page(s): 579 - 586 - Engineering Report",Engineering Report,https://doi.org/10.5594/J05297,2000-07-01T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/J05297,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.ERJ200003.V109.N3.SDTI,SMPTE SDTI JW,"SMPTE Journal, Vol 109, No 3, March 2000, pp 205..210, 'A Tutorial on SDTI-CP'",Engineering Report,undefined,2000-03-01T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OM.Mem.v3.4,SMPTE OM Membership v3.4,SMPTE Membership Operations Manual Version 3.4,Operations Manual,https://www.smpte.org/sites/default/files/SMPTE%20Membership%20OM%20v3.4.pdf,2018-10-21T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-02c-st,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OM.Std.v3.1,SMPTE OM Standards v3.1,SMPTE Standards Operations Manual v.3.1,Operations Manual,https://www.smpte.org/sites/default/files/SMPTE%20Standards%20OM%20v3.1.pdf,2015-04-04T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-02c-st,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OV2067-0.2017,SMPTE OV 2067-0:2017,Interoperable Master Format — Overview for the SMPTE 2067 Document Suite,Overview Document,https://doi.org/10.5594/SMPTE.OV2067-0.2017,2017-02-03T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.OV2067-0.2018""]",undefined,undefined,smpte-35pm-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.OV2067-0.2017,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OV2067-0.2018,SMPTE OV 2067-0:2018,Interoperable Master Format — Overview for the SMPTE 2067 Document Suite,Overview Document,https://doi.org/10.5594/SMPTE.OV2067-0.2018,2018-06-25T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.OV2067-0.2021""]",undefined,undefined,smpte-35pm-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.OV2067-0.2018,undefined,null,undefined,undefined,2067,null,0,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OV2067-0.2021,SMPTE OV 2067-0:2021,SMPTE Overview - Interoperable Master Format,Overview Document,https://doi.org/10.5594/SMPTE.SMPTE.OV2067-0.2021,2021-08-16T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,"[""IMF""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.OV2067-0.2021,undefined,null,undefined,undefined,2067,null,0,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OV2094-0.2017,SMPTE OV 2094-0:2017,Dynamic Metadata for Color Volume Transformation — Overview for the SMPTE ST 2094 Document Suite,Overview Document,https://doi.org/10.5594/SMPTE.OV2094-0.2017,2017-01-25T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.OV2094-0.2017,undefined,null,undefined,undefined,2094,null,0,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.OV379-0.2015,SMPTE OV 379-0:2015,Material Exchange Format (MXF) — MXF Generic Container — Overview for the SMPTE ST 379 Document Suite,Overview Document,https://doi.org/10.5594/SMPTE.OV379-0.2015,2017-01-11T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.OV379-0.2015,undefined,null,undefined,undefined,379,null,0,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.PubReg,SMPTE Published Registers,SMPTE docLabels Register,Registry,https://registry.smpte-ra.org/apps/pages/published/,2018-07-01T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-30mr-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD20.2010,SMPTE RDD 20:2010,Cinelink 2 Specification,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD20.2010,2010-04-12T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Security"",""Operations""]","[""SMPTE.ST291.2006"",""SMPTE.ST292.2008"",""SMPTE.ST372.2009"",""fips-197""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD20.2010,undefined,null,undefined,undefined,20,"[""SMPTE.ST430-6.2008""]",undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD28.2014,SMPTE RDD 28:2014,Dolby Atmos® Print Master File Specification,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD28.2014,2014-08-01T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Immersive Audio"",""Sound""]","[""xml-names-20091208"",""xmlschema11-1-20120405"",""xmlschema11-2-20120405"",""xml-20081126"",""br1352-2-2002""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD28.2014,undefined,null,undefined,undefined,28,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD29.2014,SMPTE RDD 29:2014,Dolby Atmos® Bitstream Specification,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD29.2014,2014-08-01T07:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.RDD29.2019""]",undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Immersive Audio"",""Sound""]",null,undefined,undefined,undefined,undefined,2019-01-25T08:00:00.000Z,undefined,undefined,10.5594/SMPTE.RDD29.2014,undefined,null,undefined,undefined,29,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD29.2019,SMPTE RDD 29:2019,Dolby Atmos® Bitstream Specification,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD29.2019,2019-01-24T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""Immersive Audio"",""Sound""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD29.2019,undefined,null,undefined,undefined,29,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD36.2015,SMPTE RDD 36:2015,Apple ProRes Bitstream Syntax and Decoding Process,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD36.2015,2016-02-02T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD36.2015,undefined,null,undefined,undefined,36,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD36.20XX,SMPTE RDD 36:20XX,Apple ProRes Bitstream Syntax and Decoding Process,Registered Disclosure Document,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-10e-tc,undefined,null,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,36,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD44.2017,SMPTE RDD 44:2017,Material Exchange Format — Mapping and Aplication of Apple ProRes,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD44.2017,2017-04-21T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.RDD44.2017-11""]",undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD44.2017,undefined,null,undefined,undefined,44,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD44.2017-11,SMPTE RDD 44:2017-11,Material Exchange Format — Mapping and Aplication of Apple ProRes,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD44.2017-11,2017-11-29T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-31fs-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,undefined,null,undefined,undefined,44,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD44.20XX,SMPTE RDD 44:20XX,Material Exchange Format — Mapping and Aplication of Apple ProRes,Registered Disclosure Document,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-31fs-tc,undefined,null,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,44,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD45.2017,SMPTE RDD 45:2017,Interoperable Master Format — Application ProRes,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD45.2017,2017-12-18T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,"[""IMF""]","[""SMPTE.RDD36.2015"",""SMPTE.RDD44.2017"",""SMPTE.ST2067-2.2016"",""SMPTE.ST2067-21.2016""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD45.2017,undefined,null,undefined,undefined,45,"[""bt2100-1-201706""]",undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD45.20XX,SMPTE RDD 45:20XX,Interoperable Master Format — Application ProRes,Registered Disclosure Document,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,"[""IMF""]","[""SMPTE.RDD36.20XX"",""SMPTE.RDD44.20XX"",""SMPTE.ST2067-2.2020"",""SMPTE.ST2067-21.2020"",""SMPTE.ST2067-21.2020Am1.2020""]",true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,45,"[""bt2100-1-201706""]",undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD47.2018,SMPTE RDD 47:2018,Interoperable Master Format — Isochronous Stream of XML Documents (ISXD) Plugin,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD47.2018,2018-11-19T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,"[""IMF""]","[""SMPTE.ST377-1.2011"",""SMPTE.ST377-1.2011Am1.2012"",""SMPTE.ST377-1.2011Amt.2.2012"",""SMPTE.ST379-2.2010"",""SMPTE.ST429-17.2017"",""SMPTE.RP2057.2011"",""SMPTE.RP2057.2011Am1.2013"",""SMPTE.ST2067-2.2016"",""SMPTE.ST2067-3.2016"",""SMPTE.ST2067-5.2013"",""SMPTE.ST2067-5.2013Am1.2016"",""xml-20040204"",""xmlschema-1-20041028"",""xmlschema-2-20041028"",""iso10646-2017""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD47.2018,undefined,null,undefined,undefined,47,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD52.2020,SMPTE RDD 52:2020,SMPTE DCP Bv2.1 Application Profile,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD52.2020,2020-07-23T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""DCinema"",""DCP Application"",""Packaging"",""DCP Core"",""Distribution"",""Metadata""]","[""SMPTE.ST428-7.2014"",""SMPTE.ST428-12.2013"",""SMPTE.ST429-2.2019"",""SMPTE.ST429-18.2019"",""SMPTE.ST429-19.2019"",""SMPTE.ST429-8.2007"",""SMPTE.ST429-7.2006"",""SMPTE.ST429-16.2014"",""SMPTE.ST2001-1.2015"",""SMPTE.ST429-6.2006Am1.2018"",""SMPTE.ST377.2004"",""iso15444-1-2016"",""dci-dcss-v13"",""iana-lsr"",""rfc5646"",""rfc4122"",""dcnc""]",undefined,undefined,undefined,undefined,undefined,undefined,https://github.com/SMPTE/rdd52,10.5594/SMPTE.RDD52.2020,undefined,null,undefined,undefined,52,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD53.20XX,SMPTE RDD 53:20XX,Hybrid Tone Mapping of digital cinema content for distribution of multiple dynamic range,Registered Disclosure Document,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,undefined,null,true,undefined,DG Formed,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,53,null,undefined,undefined,"[{""projectId"":""rdd53-20xx-id""}]",undefined,undefined,undefined,undefined,undefined
SMPTE.RDD56.2021,SMPTE RDD 56:2021,Track File for JPEG 2000 Codestreams with TimeSynchronous Metadata,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.SMPTERDD56.2021,2021-08-17T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,undefined,"[""SMPTE.ST410.2008"",""SMPTE.ST422.2019"",""SMPTE.ST429-17.2017"",""SMPTE.ST2067-2.2020"",""SMPTE.ST2067-5.2020"",""SMPTE.ST2067-21.2020"",""xml-20040204"",""iso10646-2017"",""iso15444-1-2016""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.SMPTERDD56.2021,undefined,null,undefined,undefined,56,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD57.2021,SMPTE RDD 57:2021,SMPTE ST 2098-2 Immersive Audio Bitstream and Packaging Constraints: IAB Application Profile 1,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD57.2021,undefined,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-21dc-tc,"[""Audio"",""DCinema"",""DCP Application"",""Packaging"",""Immersive Audio"",""Sound""]","[""SMPTE.ST2098-2.2019"",""SMPTE.ST429-18.2019"",""SMPTE.ST429-19.2019"",""SMPTE.RDD52.2020"",""SMPTE.ST429-7.2006"",""dcnc""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD57.2021,"[""isdcf-d15""]",null,undefined,undefined,57,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RDD59.1.20XX,SMPTE RDD 59-1:20XX,Interoperable Master Format — Application DPP (ProRes),Registered Disclosure Document,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,"[""IMF"",""IMF Application""]","[""SMPTE.RDD45.2017"",""SMPTE.ST2067-2.2020"",""SMPTE.ST2067-3.2020"",""SMPTE.ST2067-21.2020"",""SMPTE.ST2067-21.2020Am1.2020"",""dpp003"",""SMPTE.ST377-42.20XX""]",true,undefined,DPP,undefined,undefined,undefined,https://github.com/SMPTE/rdd59-1,undefined,undefined,null,undefined,undefined,59,"[""as-11"",""SMPTE.RDD44.2017"",""bt2390-8-202002"",""SMPTE.ST2067-8.2013"",""SMPTE.ST2067-9.2018"",""dpp005"",""dpp004""]",1,undefined,null,true,undefined,undefined,undefined,undefined
SMPTE.RDD59.2.20XX,SMPTE RDD 59-2:20XX,Interoperable Master Format — Application Constraint DPP (JPEG2000),Registered Disclosure Document,undefined,undefined,SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-35pm-tc,"[""IMF"",""IMF Application""]","[""SMPTE.ST2067-2.2020"",""SMPTE.ST2067-8.2013"",""SMPTE.ST2067-21.2020"",""SMPTE.ST2067-21.2020Am1.2020"",""bt2100-2-201807"",""SMPTE.ST428-12.2013"",""SMPTE.ST377-41.20XX""]",true,undefined,DPP,undefined,undefined,undefined,https://github.com/SMPTE/rdd59-2,undefined,undefined,null,undefined,undefined,59,"[""SMPTE.RDD59.1.20XX"",""as-11"",""bt2390-10-202111"",""SMPTE.ST2067-200.2018"",""SMPTE.ST2067-9.2018"",""dpp003"",""dpp004"",""dpp005""]",2,undefined,null,true,undefined,undefined,undefined,undefined
SMPTE.RDD6.2008,SMPTE RDD 6:2008,For Television — Description and Guide to the Use of the Dolby~ E Audio Metadata Serial Bitstream,Registered Disclosure Document,https://doi.org/10.5594/SMPTE.RDD6.2008,2008-03-12T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RDD6.2008,undefined,null,undefined,undefined,6,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RP120.2005,SMPTE RP 120:2005,Measurement of Intermodulation Distortion in Audio Systems,Recommended Practice,https://doi.org/10.5594/SMPTE.RP120.2005,2005-04-06T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-20f-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RP120.2005,undefined,null,undefined,undefined,120,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RP141.2005,SMPTE RP 141:2005,Background Acoustic Noise Levels in Theaters and Review Rooms,Recommended Practice,https://doi.org/10.5594/SMPTE.RP141.2005,2005-01-01T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.RP141.2020""]",undefined,undefined,smpte-20f-tc,"[""Measurement"",""Operations"",""Audio"",""Cinema Sound""]",null,undefined,undefined,undefined,undefined,2020-10-02T08:00:00.000Z,undefined,undefined,10.5594/SMPTE.RP141.2005,undefined,null,2010-01-01T08:00:00.000Z,true,141,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RP141.2020,SMPTE RP 141:2020,Background Acoustic Noise Levels in Theaters and Review Rooms,Recommended Practice,https://doi.org/10.5594/SMPTE.RP141.2020,2020-10-02T08:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-20f-tc,"[""Measurement"",""Operations"",""Audio"",""Cinema Sound""]","[""ansis1-4-2014"",""ansis1-11-2004"",""ansis1-13-2005""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RP141.2020,undefined,null,undefined,undefined,141,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RP155.2004,SMPTE RP 155:2004,Reference Levels for Analog and Digital Audio Systems,Recommended Practice,https://doi.org/10.5594/SMPTE.RP155.2004,2004-01-01T08:00:00.000Z,SMPTE,false,undefined,undefined,true,"[""SMPTE.RP155.2014""]",undefined,undefined,smpte-20f-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RP155.2004,undefined,null,undefined,undefined,155,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
SMPTE.RP155.2014,SMPTE RP 155:2014,Reference Levels for Analog and Digital Audio Systems,Recommended Practice,https://doi.org/10.5594/SMPTE.RP155.2014,2014-12-29T07:00:00.000Z,SMPTE,true,undefined,undefined,undefined,undefined,undefined,undefined,smpte-20f-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,10.5594/SMPTE.RP155.2014,undefined,null,undefined,undefined,155,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
