docId,docLabel,docTitle,docType,href,publicationDate,publisher,status.active,authors,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,group,keywords,references.normative,status.draft,status.unknown,details,status.withdrawn,status.supersededDate,status.statusNote,repo,doi,relatedDocs,workInfo.review,status.reaffirmDate,status.reaffirmed,docNumber,references.bibliographic,docPart,status.withdrawnDate,workInfo.project,status.publicCd,docElement,status.amendedDate,status.stabilizedDate,xmlNamespace
aaf,Advanced Authoring Format,Advanced Authoring Format (AAF) Edit Protocol ,Specification,https://e6cfd1ba-033d-44fd-8f16-0027ec40a7b2.filesusr.com/ugd/f66d69_ae65f49241334aa2b76af8b56a43ab82.pdf,2005-04-08T07:00:00.000Z,AMWA,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ac-2e-1996,Applied Cryptography (2nd Ed),"Applied Cryptography, Second Edition: Protocols, Algorthms, and Source Code in C, 20th Anniversary Edition",Book,https://onlinelibrary.wiley.com/doi/book/10.1002/9781119183471,2015-10-06T07:00:00.000Z,Wiley,true,"[""Bruce Schneier""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes-r2-2004,AES-R2-2004 (s2012),AES project report for articles on professional audio and for equipment specifications — Notations for expressing levels (Revision of AES-R2-1998),Report,http://www.aes.org/publications/standards/search.cfm?docID=9,2004-02-04T07:00:00.000Z,AES,true,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes11-2003,AES11-2003,AES recommended practice for digital audio engineering - Synchronization of digital audio equipment in studio operations.,Standard,http://www.aes.org/publications/standards/search.cfm?docID=18,undefined,AES,false,undefined,undefined,true,"[""aes11-2009""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes11-2009,AES11-2009 (r2019),AES recommended practice for digital audio engineering - Synchronization of digital audio equipment in studio operations. (Revision of AES11-2003),Standard,http://www.aes.org/publications/standards/search.cfm?docID=18,undefined,AES,true,undefined,undefined,undefined,undefined,true,"[""aes11-2009ad1_2010""]",undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes11-2009ad1_2010,AES11-2009 (r2019) Addendum 2010-02-19,Addendum 2010-02-19 - AES recommended practice for digital audio engineering - Synchronization of digital audio equipment in studio operations. (Revision of AES11-2003) ,Standard,http://www.aes.org/publications/standards/search.cfm?docID=18,2019-07-05T07:00:00.000Z,AES,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes3-2003,AES3-2003,AES standard for digital audio engineering - Serial transmission format for two-channel linearly represented digital audio data,Standard,http://www.aes.org/publications/standards/search.cfm?docID=13,undefined,AES,false,undefined,undefined,true,"[""aes3-2009""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes3-2009,AES3-2009 (r2019),AES standard for digital audio engineering - Serial transmission format for two-channel linearly represented digital audio data,Standard,http://www.aes.org/publications/standards/search.cfm?docID=13,2015-01-09T07:00:00.000Z,AES,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes5-2003,AES5-2003,AES recommended practice for professional digital audio - Preferred sampling frequencies for applications employing pulse-code modulation,Standard,http://www.aes.org/publications/standards/search.cfm?docID=14,undefined,AES,false,undefined,undefined,true,"[""aes5-2008""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes5-2008,AES5-2008,AES recommended practice for professional digital audio - Preferred sampling frequencies for applications employing pulse-code modulation (revision of AES5-2003),Standard,http://www.aes.org/publications/standards/search.cfm?docID=14,undefined,AES,false,undefined,undefined,true,"[""aes5-2018""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
aes5-2018,AES5-2018,AES recommended practice for professional digital audio - Preferred sampling frequencies for applications employing pulse-code modulation (revision of AES5-2003),Standard,http://www.aes.org/publications/standards/search.cfm?docID=14,2018-12-02T07:00:00.000Z,AES,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-p-2013-001,AMPAS P-2013-001,Recommended Procedures for the Creation and Use of Digital Camera System Input Device Transforms (IDTs),Procedure,http://j.mp/P-2013-001,2020-01-23T07:00:00.000Z,AMPAS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""iso7589-2002"",""iso17321-2"",""SMPTE.RP177.1993""]",true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-p-2019-001,AMPAS P-2019-001,ACES Project Organization and Development Procedure,Procedure,https://aces.mp/P_2019-001,2019-04-08T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2008-001,AMPAS S-2008-001,Academy Color Encoding Specification (ACES),Specification,undefined,undefined,AMPAS,false,undefined,undefined,true,"[""SMPTE.ST2065-1.2012""]",undefined,undefined,ampas-stc-aces,"[""ACES""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2013-001,AMPAS S-2013-001,ACESproxy – An Integer Log Encoding of ACES Image Data,Specification,http://j.mp/S-2013-001,2016-07-18T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""SMPTE.RP177.1993""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2014-002,AMPAS S-2014-002,Academy Color Encoding System – Versioning System,Specification,http://j.mp/S-2014-002,2019-12-13T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""ampas-tb-2014-002"",""ampas-tb-2014-012"",""SMPTE.ST2065-1.2012""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2014-003,AMPAS S-2014-003,ACEScc – A Logarithmic Encoding of ACES Data for use within Color Grading Systems,Specification,http://j.mp/S-2014-003,2016-07-18T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""ampas-s-2013-001"",""SMPTE.ST2065-1.2012"",""SMPTE.RP177.1993""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2014-004,AMPAS S-2014-004,ACEScg – A Working Space for CGI Render and Compositing,Specification,http://j.mp/S-2014-004,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""SMPTE.RP177.1993"",""ampas-s-2013-001"",""ampas-s-2014-003""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2014-006,AMPAS S-2014-006,Common LUT Format (CLF) – A Common File Format for Look-Up Tables,Specification,http://j.mp/S-2014-006,2021-07-22T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""rfc3066"",""ampas-s-2014-002"",""ampas-tb-2014-002"",""asc-cdl-r1-2""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2016-001,AMPAS S-2016-001,ACEScct – A Quasi-Logarithmic Encoding of ACES Data for use within Color Grading Systems,Specification,http://j.mp/S-2016-001,2016-09-20T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""SMPTE.RP177.1993""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-s-2019-001,AMPAS S-2019-001,ACES Metadata File (AMF),Specification,https://aces.mp/S-2019-001,2020-03-10T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""ampas-s-2014-002"",""SMPTE.ST2065-1.2012"",""SMPTE.ST2065-4.2013"",""ampas-tb-2014-010"",""iso8601-2004"",""iso11578-1998"",""SMPTE.ST2067-50.2018"",""SMPTE.RDD47.2018"",""SMPTE.ST2067-9.2018""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-001,AMPAS TB-2014-001,Academy Color Encoding System (ACES) Documentation Guide,Technical Bulletin,http://j.mp/TB-2014-001,2020-04-01T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]",null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-002,AMPAS TB-2014-002,Academy Color Encoding System (ACES) Version 1.0 User Experience Guidelines,Technical Bulletin,http://j.mp/TB-2014-002,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""SMPTE.ST2065-2.2012"",""SMPTE.ST2065-3.2012"",""SMPTE.ST2065-4.2013"",""ampas-p-2013-001"",""ampas-s-2014-002"",""ampas-s-2014-006"",""ampas-tb-2014-009"",""ampas-tb-2014-010""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-004,AMPAS TB-2014-004,Informative Notes on SMPTE ST 2065-1 – Academy Color Encoding Specification (ACES),Technical Bulletin,http://j.mp/TB-2014-004,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""ampas-s-2008-001""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-005,AMPAS TB-2014-005,"Informative Notes on SMPTE ST 2065-2 – Academy Printing Density (APD) – Spectral Responsivities, Reference Measurement Device and Spectral Calculation and SMPTE ST 2065-3 Academy Density Exchange Encoding (ADX) – Encoding Printing Density (APD) Values",Technical Bulletin,http://j.mp/TB-2014-005,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-2.2012"",""SMPTE.ST2065-3.2012""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-006,AMPAS TB-2014-006,Informative Notes on SMPTE ST 2065-4 – ACES Image Container File Layout,Technical Bulletin,http://j.mp/TB-2014-006,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-4.2013""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-007,AMPAS TB-2014-007,Informative Notes on SMPTE ST 268:2014 – File Format for Digital Moving Picture Exchange (DPX),Technical Bulletin,http://j.mp/TB-2014-007,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST268.2014""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-009,AMPAS TB-2014-009,Academy Color Encoding System (ACES) Clip-level Metadata File Format Definition and Usage,Technical Bulletin,undefined,undefined,AMPAS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]",null,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-010,AMPAS TB-2014-010,"Design, Integration and Use of ACES Look Modification Transforms",Technical Bulletin,http://j.mp/TB-2014-010,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""ampas-s-2013-001"",""ampas-s-2014-003"",""ampas-s-2014-006"",""ampas-tb-2014-009"",""asc-cdl-r1-2""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-012,AMPAS TB-2014-012,Academy Color Encoding System Version 1.0 Component Names,Technical Bulletin,http://j.mp/TB-2014-012,2016-03-29T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""bt2020-2-201510"",""SMPTE.ST2065-1.2012"",""SMPTE.ST2065-4.2013"",""asc-cdl-r1-2"",""ampas-s-2013-001"",""ampas-s-2014-003"",""ampas-s-2014-004"",""ampas-s-2014-006"",""ampas-p-2013-001"",""ampas-tb-2014-002"",""ampas-tb-2014-009"",""ampas-tb-2014-010""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2014-013,AMPAS TB-2014-013,Alternate ACES Viewing Pipeline User Experience,Technical Bulletin,http://j.mp/TB-2014-013,2016-03-29T07:00:00.000Z,AMPAS,undefined,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]",null,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ampas-tb-2018-001,AMPAS TB-2018-01,Derivation of the ACES White Point CIE Chromaticity Coordinates,Technical Bulletin,http://j.mp/TB-2018-001,2018-06-15T07:00:00.000Z,AMPAS,true,undefined,undefined,undefined,undefined,undefined,undefined,ampas-stc-aces,"[""ACES""]","[""SMPTE.ST2065-1.2012"",""isbn-978-0-470-51244-9"",""SMPTE.RP177.1993"",""ampas-s-2014-004"",""ampas-s-2014-003"",""ampas-s-2016-001"",""ampas-p-2013-001"",""cie15-2004"",""isbn-978-0-471-39918-6"",""issn-15502716"",""issn-0036-1682""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ansis1-11-2004,ANSI/ASA S1.11-2004 (R2009),Octave-Band And Fractional-Octave-Band Analog And Digital Filters,Standard,https://webstore.ansi.org/standards/asa/ansiasas1112004r2009,undefined,ANSI/ASA,false,undefined,undefined,true,"[""ansis1-11-2004-p1-iec61260-1-2014""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ansis1-11-2004-p1-iec61260-1-2014,ANSI/ASA S1.11-2014/Part 1 / IEC 61260:1-2014,Electroacoustics - Octave-Band And Fractional-Octave-Band Filters - Part 1: Specifications (A Nationally Adopted International Standard,Standard,https://webstore.ansi.org/standards/asa/ANSIASAS1112014PartIEC61260,undefined,ANSI/ASA,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ansis1-13-2005,ANSI S1.13-2005,Measurement Of Sound Pressure Levels In Air,Standard,https://webstore.ansi.org/standards/asa/ansis1132005,undefined,ANSI/ASA,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
ansis1-4-2014,ANSI/ASA S1.4-2014/Part 1 / IEC 61672:1-2013,American National Standard Electroacoustics - Sound Level Meters - Part 1: Specifications (A Nationally Adopted International Standard),Standard,https://webstore.ansi.org/standards/asa/ansiasas12014partiec616722013,undefined,ANSI/ASA,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
as-11,AS-11,Media Contribution File Formats,Specification,https://www.amwa.tv/as-11,undefined,AMWA,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
asa-ph22-55-1966,ASA PH22.55-1966,"(SMPTE Universal Leader) Leaders and Cue Marks for 35-mm and 16-mm Sound Motion-Picture Release Prints, 1966.",Standard,undefined,undefined,ASA/SMPTE,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,true,Cannot locate,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
asc-cdl-r1-2,ASC-CDL Release 1.2,ASC Color Decision List (ASC CDL) Transfer Functions and Interchange Syntax,White Paper,undefined,2009-05-04T07:00:00.000Z,ASC,undefined,"[""Joshua Pines"",""David Reisner""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
asn1,ASN.1,Abstract Syntax Notation 1,Notation,https://www.itu.int/en/ITU-T/asn1/Pages/introduction.aspx,undefined,ITU-T,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
asn1-ber-der,"ASN.1, BER DER 11-1993","A Layman's Guide to a Subset of ASN.1, BER, and DER",Technical Note,http://luca.ntop.org/Teaching/Appunti/asn1.html,1993-11-01T07:00:00.000Z,RSA,true,"[""Burton S. Kaliski Jr.""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
atsc-a52-2015,ATSC A/52:2015,DIGITAL AUDIO COMPRESSION (AC-3) (E-AC-3) STANDARD,Standard,https://www.atsc.org/wp-content/uploads/2016/03/a_52-2015.pdf,2015-11-24T07:00:00.000Z,ATSC,false,undefined,undefined,true,"[""atsc-a52-2018""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
atsc-a52-2018,ATSC A/52:2018,DIGITAL AUDIO COMPRESSION (AC-3) (E-AC-3) STANDARD,Standard,https://www.atsc.org/wp-content/uploads/2015/03/A52-2018-1.pdf,2018-01-25T07:00:00.000Z,ATSC,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
atsc-a52-a,ATSC A/52 Annex A,"DIGITAL AUDIO COMPRESSION (AC-3) (E-AC-3) STANDARD, Annex A, 'AC-3 Elementary Streams in an MPEG-2 Multiplex'",Standard,undefined,1995-04-12T07:00:00.000Z,ATSC,false,undefined,undefined,true,"[""atsc-a52-2015""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bbc-whp-198-2011,White Paper WHP 198,Audio Description Studio Signal,White Paper,http://downloads.bbc.co.uk/rd/pubs/whp/whp-pdf-files/WHP198.pdf,2011-01-01T07:00:00.000Z,BBC,true,"[""Trevor Ware""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
br1352-1-2002-a1,BR.1352-1: (2002),File format for the exchange of audio programme materials with metadata on information technology media,Recommendation,https://www.itu.int/dms_pubrec/itu-r/rec/br/R-REC-BR.1352-1-200112-S!!PDF-E.pdf,2001-12-01T07:00:00.000Z,ITU-R,false,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,Cannot locate supersededBy doc,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
br1352-2-2002,BR.1352-2:2002,File format for the exchange of audio programme materials with metadata on information technology media,Recommendation,https://www.itu.int/dms_pubrec/itu-r/rec/br/R-REC-BR.1352-2-200206-S!!PDF-E.pdf,2002-06-01T07:00:00.000Z,ITU-R,false,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,Cannot locate supersededBy doc,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
br1384-2-201103,BR.1384-2 (03/2011),Parameters for international exchange of multi-channel sound recordings with or without accompanying picture,Recommendation,https://www.itu.int/dms_pubrec/itu-r/rec/br/R-REC-BR.1384-2-201103-W!!PDF-E.pdf,2011-03-08T07:00:00.000Z,ITU-R,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bs1196-1995-a2,BS.1196 (1995) Annex 2,Audio coding for digital terrestrial television broadcasting,Recommendation,https://www.itu.int/dms_pubrec/itu-r/rec/bs/R-REC-BS.1196-0-199510-S!!PDF-E.pdf,1995-10-01T07:00:00.000Z,ITU-R,false,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,Cannot locate supersededBy doc,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bt2020-2-201510,BT.2020-2 (10/2015),Parameter values for ultra-high definition television systems for production and international programme exchange,Recommendation,https://www.itu.int/rec/R-REC-BT.2020-2-201510-I/en,2015-10-14T07:00:00.000Z,ITU-R,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bt2035-201307,BT.2035 (07/2013),A reference viewing environment for evaluation of HDTV program material or completed programmes,Recommendation,https://www.itu.int/rec/R-REC-BT.2035-0-201307-I,2013-07-16T07:00:00.000Z,ITU-R,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bt2100-1-201706,BT.2100-1 (06/2017),Image parameter values for high dynamic range television for use in production and international programme exchange,Recommendation,https://www.itu.int/rec/R-REC-BT.2100-1-201706-S/en,2017-06-20T07:00:00.000Z,ITU-R,false,undefined,undefined,true,"[""bt2100-2-201807""]",undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bt2100-2-201807,BT.2100-2 (07/2018),Image parameter values for high dynamic range television for use in production and international programme exchange,Recommendation,https://www.itu.int/rec/R-REC-BT.2100-2-201807-I/en,2018-07-09T07:00:00.000Z,ITU-R,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
bt2390-10-202111,BT.2390-10 (11/2021),High dynamic range television for production and international programme exchange,Report,https://www.itu.int/pub/R-REP-BT.2390-10-2021,2021-11-01T07:00:00.000Z,ITU-R,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,null,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined
